Name,Price,Ingredients,Product_Link,Category
ESPA Supersize Optimal Skin ProCleanser 200ml,£64.00,"Caprylic/Capric Triglyceride, Glycerin, Jojoba Esters, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Aqua (Water), Sucrose Laurate, Persea Gratissima (Avocado) Oil, Coconut Alkanes, Phenoxyethanol, Limonene, Vaccinium Vitis-Idaea Seed Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Sucrose Stearate, Coco-Caprylate/Caprate, Citrus Aurantium Amara (Bitter Orange) Flower Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Fragrance* (Parfum), Ethylhexylglycerin, Leuconostoc/Radish Root Ferment Filtrate, Linalool, Moringa Pterygosperma Seed Extract, Jasminum Officinale (Jasmine) Flower Extract, Rosa Damascena Flower Oil, Disodium Phosphate, Citric Acid, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract. ",https://www.lookfantastic.com/espa-supersize-optimal-skin-procleanser-200ml/12367341.html,Exfoliators
La Roche-Posay Effaclar Clarifying Lotion 200ml,£16.00,"Water, Alcohol Denat., Glycerin,sodium Citrate, Propylene Glycol, PEG-60 Hydrogenated Castor Oil, Disodium EDTA, Capryloyl Salicylic Acid, Citric Acid, Salicylic Acid, Fragrance.",https://www.lookfantastic.com/la-roche-posay-effaclar-clarifying-lotion-200ml/11091820.html,Exfoliators
Frank Body Original Face Scrub 125ml,£12.76,"Water (Aqua), Kaolin (White Clay), Coffea Arabica Seed Powder, Cetearyl Olivate, Bambusa Arundinacea Stem (Bamboo) Powder, Juglans Regia (Walnut) Shell Powder, Sorbitan Olivate, Sodium Lauroyl Methyl Isethionate (Natural Surfactant), Vitis Vinifera (Grape) Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Honey (Mel), Olus (Vegetable) Oil, Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter, Theobroma Cacao (Cocoa) Seed Butter, Tocopherol, Glycine Soja (Soybean) Oil, Rosa Canina Fruit (Rosehip) Oil, Chondrus Crispus (Carrageenan), Xanthan Gum (Sugar), Citric Acid (Corn), Benzyl Alcohol (Cinnamon Derived), Potassium Sorbate, Dehydroacetic Acid. Total Naturally Derived: 99.5%.",https://www.lookfantastic.com/frank-body-original-face-scrub-125ml/11771313.html,Exfoliators
Super Facialist Vitamin C+ Brighten Daily Gentle Micro Polish Wash - 125ml,£10.00,"Aqua (Water), Sodium Cocoamphoacetate, Cellulose Acetate, Glycerin, Coco-Glucoside, Betaine, Sodium Chloride, Maltodextrin, Parfum (Fragrance), Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tocopheryl Acetate, Limonene, Benzoic Acid, Ferulic Acid, Propylene Glycol, Dehydroacetic Acid, Alcohol, Punica Granatum Flower Extract, Sodium Ascorbyl Phosphate, Citral, Ethylhexylglycerin, Butylphenyl Methylpropional, Sodium Hydroxide, Glycyrrhiza Glabra (Licorice) Extract, Tromethamine.",https://www.lookfantastic.com/super-facialist-vitamin-c-brighten-daily-gentle-micro-polish-wash-125ml/13209622.html,Exfoliators
PIXI Glow Tonic 250ml (Worth £25.00),£18.00,"Water/Aqua/Eau, Aloe Barbadensis Leaf Juice, Glycolic Acid, Butylene Glycol, Glycerin, Sodium Hydroxide, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Hexylene Glycol, Fructose, Glucose, Sucrose, Urea, Dextrin, Alanine, Glutamic Acid, Aspartic Acid, Hexyl Nicotinate, Panax Ginseng Root Extract, Ethylhexylglycerin, Disodium EDTA, Biotin, Panthenol, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Fragrance (Parfum), Caramel, Red 4 (CI 14700).",https://www.lookfantastic.com/pixi-glow-tonic-glycolic-acid-toner-250ml/11200055.html,Exfoliators
StriVectin Pro GlowFoliant Mix-In Microderm Crystals 36g,£34.65,"Alumina, Propylene Glycol, Glycerin, Aqua/Water/Eau, Decyl Glucoside, Myristyl Nicotinate, Diamond Powder, Mandelic Acid, Lactic Acid, Linoleic Acid, Linolenic Acid, Chondrus Crispus Extract, Saccharomyces/Copper Ferment, Saccharomyces/ Silicon Ferment, Zinc Gluconate, Copper Gluconate, Magnesium Aspartate, Polysorbate 20, Pentylene Glycol, Propanediol, Sodium Oxide, Tocopherol, Chlorphenesin, Silica, Sodium Dehydroacetate, Phenethyl Alcohol, Citric Acid, Phenoxyethanol, CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides) [ILN 38871].",https://www.lookfantastic.com/strivectin-pro-glowfoliant-mix-in-microderm-crystals-36g/13526959.html,Exfoliators
Elemis Superfood Midnight Facial 50ml,£39.10,"Aqua/Water/Eau, PEG-8, Glycerin, Caprylic/Capric Triglyceride, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Dicaprylyl Carbonate, Sodium Polyacrylate, Butyrospermum Parkii (Shea) Butter, Hydroxyacetophenone, Phenoxyethanol, Theobroma Cacao (Cocoa) Seed Butter, Fragrance (Parfum), Carbomer, Disodium EDTA, Alpha-Glucan Oligosaccharide, Bentonite, Chondrus Crispus (Carrageenan) Extract, Passiflora Edulis Seed Oil, Limonene, Citrus Aurantium Dulcis (Orange) Peel Oil, Propanediol, Glyceryl Acrylate/Acrylic Acid Copolymer, Linalool, Benzyl Alcohol, Citronellol, Lithothamnion Calcareum Extract, Sodium Hydroxide, Theobroma Cacao (Cocoa) Seed Extract, Litsea Cubeba Fruit Oil, Citrus Aurantifolia (Lime) Oil, Musa Sapientum (Banana) Flower Extract, Citral, Myrciaria Dubia Fruit Extract, Tocopherol, Dehydroacetic Acid, Sodium Benzoate, Citric Acid, Potassium Sorbate.",https://www.lookfantastic.com/elemis-superfood-midnight-facial-50ml/13207745.html,Exfoliators
Medik8 C-Tetra Serum 30ml,£39.00,"Simmondsia Chinensis (Jojoba) Seed Oil, Cyclopentasiloxane, Cyclohexasiloxane, Tetrahexyldecyl Ascorbate, Citrus Grandis (Grapefruit) Peel Oil, Tocopheryl Acetate, PPG-12/SMDI Copolymer, Limonene, Citral, Linalool, Geraniol.",https://www.lookfantastic.com/medik8-c-tetra-serum-30ml/11795619.html,Exfoliators
Murad Clarifying Cleanser 200ml,£32.00,"Aqua, Cocamidopropyl Betaine,Sodium C14-16 Olefin Sulfonate, Salicylic Acid,Methyl Gluceth-20, PPG-26-Buteth-26,PEG-40 Hydrogenated Castor Oil, ButyleneGlycol, Cimicifuga Racemosa Root Extract,Camellia Oleifera Leaf Extract, Silver Citrate,Menthol, PEG-150 Distearate, Zea Mays(Corn) Starch, Hydrolyzed Corn Starch,Hydrolyzed Corn Starch Octenylsuccinate,Glyceryl Stearate, CocamidopropylDimethylamine, Polysorbate 80, Citric Acid,Disodium EDTA, Methylparaben, Limonene,Citrus Reticulata (Tangerine) Leaf Oil,Cymbopogon Nardus (Citronella) Oil, CitrusMedica Limonum (Lemon) Peel Oil, CitrusAurantifolia (Lime) Oil, Lavandula Hybrida Oil,Citrus Nobilis (Mandarin Orange) Peel Oil,Prunus Armeniaca (Apricot) Kernel Oil, Parfum.",https://www.lookfantastic.com/murad-clarifying-cleanser-200ml/10375510.html,Exfoliators
Rodial Retinol Resurfacing Pads (50 Pads),£45.00,"Aqua (Water), Polysorbate 20, Glycerin, Butylene Glycol, Propylene Glycol, Sodium Benzoate, Potassium Sorbate, 1-Methylhydantoin-2-Imide, Disodium EDTA, Niacinamide, Panthenol, Sodium Sulfite, Parfum (Fragrance), Citric Acid, Lecithin, Retinol, Sodium Hyaluronate, Phenoxyethanol, Citronellol, Alpha-isomethyl Ionone, Limonene, Ethylhexylglycerin, BHT, BHA.",https://www.lookfantastic.com/rodial-retinol-resurfacing-pads-50-pads/13171074.html,Exfoliators
